id,price_doc
31194,9239238.686873436
31195,7880748.203655031
31196,4766752.579392101
31197,14124667.984908663
31198,5813318.192926233
31199,6685423.955948881
31200,11070102.300260061
31201,3837340.360274854
31202,3925437.1027225545
31203,6600030.648728575
31204,3769924.0597269833
31205,8598934.61617321
31206,6138652.068132737
31207,4417031.143841684
31208,4668414.707054824
31209,4444036.056210221
31210,6232861.804623796
31211,6893782.757781457
31212,5288147.092020507
31213,10795882.318020863
31214,6937151.147469307
31215,4951896.335936113
31216,5943908.941914852
31217,7297047.575052587
31218,8384992.432455561
31219,3693895.7811224293
31220,7325723.09899214
31221,3750821.0824070955
31222,7115728.430345836
31223,9797703.729788866
31224,6730581.959649282
31225,12547696.915500471
31226,6352252.370047215
31227,9741770.895714631
31228,7595643.607392257
31229,4959668.920642138
31230,5472315.434408245
31231,4106543.8065061066
31232,7133057.292646596
31233,6630219.108442948
31234,6911424.501838681
31235,5577937.137244112
31236,6586520.236706478
31237,10159758.078368274
31238,6692255.762104388
31239,10439589.025402945
31240,6057816.880827446
31241,6567701.418222378
31242,7386720.620211104
31243,3553435.8714454533
31244,7413000.26271853
31245,8085510.836777605
31246,10448092.621126788
31247,6254847.759856079
31248,6421035.170556732
31249,9796712.963258067
31250,6224600.596598825
31251,7262373.572876097
31252,6598527.047904733
31253,8704300.253643712
31254,5829443.867430012
31255,12478471.233067233
31256,6180209.6535695
31257,5258079.935859757
31258,8688303.991377678
31259,9421599.737128004
31260,6927834.651995088
31261,20370811.282814655
31262,5985310.408783384
31263,6193406.489015683
31264,3760198.0791767286
31265,9798732.652892943
31266,7393782.593081448
31267,3834861.124830827
31268,4435007.60390272
31269,7663686.650523182
31270,4172160.481237194
31271,5533786.041445105
31272,15848779.554784002
31273,7215129.04243691
31274,5699153.292278742
31275,6074558.19280714
31276,5333705.314830285
31277,4692627.672500734
31278,13617630.53160717
31279,14350552.319938835
31280,7252521.284035478
31281,7152479.246331047
31282,12973170.84939997
31283,6742324.097739851
31284,3291751.509943897
31285,5539489.376646706
31286,7781013.522567463
31287,10138550.618564177
31288,4525834.10984476
31289,8363600.267370179
31290,6125256.866838182
31291,6707343.873227223
31292,4042592.8255273737
31293,7311846.495661545
31294,3787059.4062473886
31295,20092639.080710374
31296,9878978.217097323
31297,6849246.966467345
31298,3846076.288083639
31299,9832074.962541027
31300,7160640.014000013
31301,6338527.535789487
31302,4811479.589589559
31303,7997299.7937684255
31304,6926001.095720965
31305,7677632.511106088
31306,3237932.0024819607
31307,6404623.554377661
31308,7705173.876929452
31309,8416429.736862188
31310,48415784.8145876
31311,5136008.246979202
31312,5181527.962140707
31313,9857202.317201234
31314,6561784.223679759
31315,9937950.2137702
31316,12485441.834474523
31317,20012269.801222388
31318,8777413.327278648
31319,6759219.632590064
31320,6116576.705734957
31321,6823596.530655529
31322,7139040.077905057
31323,7931963.197196736
31324,6146081.363430968
31325,5951954.135358762
31326,4626650.979772486
31327,7663486.429883421
31328,15656967.38898035
31329,5586812.856800888
31330,11341379.394863013
31331,8702111.6600532
31332,5367492.547966147
31333,5135678.721316095
31334,4367299.166753061
31335,7504034.738254739
31336,7410317.9784872485
31337,7359380.677194559
31338,4539936.860822111
31339,4540913.211090155
31340,5744293.496663608
31341,9719002.281598974
31342,4759271.0159535315
31343,3362134.6694926927
31344,3985373.7068512947
31345,5308251.200877955
31346,3724274.4949665326
31347,7962888.17284623
31348,11336267.928765751
31349,9838720.280214436
31350,3582136.6373473895
31351,5440955.059216018
31352,8750872.040163122
31353,4956326.952049724
31354,7249852.229464031
31355,9346813.263192583
31356,4299193.227048421
31357,5215790.4114199225
31358,2701827.8208787316
31359,6672193.196121406
31360,8961402.276537163
31361,4581714.385429272
31362,9985906.71294397
31363,5434138.955086698
31364,3400432.615960808
31365,3550878.5210628263
31366,6778513.610309211
31367,9788209.762836143
31368,6052776.527985365
31369,4166823.270299026
31370,8732510.457956553
31371,8098236.537266793
31372,7072568.751367004
31373,4862437.455522607
31374,7066834.604175507
31375,5573711.724430189
31376,6647777.99878062
31377,8613829.615125846
31378,5293373.22784843
31379,28916765.85738399
31380,4941749.0446775025
31381,6911248.649374791
31382,5009156.6582848895
31383,7411262.410584997
31384,19110671.943824127
31385,12726308.99358363
31386,9607200.728659475
31387,9507303.343860323
31388,5297306.206450842
31389,4619052.932583961
31390,6742444.731117676
31391,5546809.996011667
31392,7427185.537430874
31393,8794792.72281539
31394,5161441.043497806
31395,4180916.1010955265
31396,8932156.279496502
31397,6809742.906607139
31398,2332082.127275943
31399,10863888.283353308
31400,4336540.125156972
31401,12096393.78826995
31402,9230125.882716939
31403,5224147.748487716
31404,3819462.8845878127
31405,4007133.2114053653
31406,6241476.797949596
31407,3298294.6652586367
31408,6396840.329804559
31409,3171092.865519504
31410,10074062.100501949
31411,7406002.88434598
31412,10563916.750148384
31413,7218356.210398304
31414,4519419.590083999
31415,15937820.093514416
31416,6399517.279845708
31417,4575239.815884062
31418,6330184.66166211
31419,10117182.04829816
31420,9354877.55829479
31421,5639322.381027817
31422,6097876.4562328765
31423,7403230.43031918
31424,13121303.454614962
31425,6182649.133667648
31426,4360041.30727855
31427,5552940.361804015
31428,6650743.237107448
31429,13125483.991015129
31430,4774610.308569468
31431,5734202.366968919
31432,5379176.011772455
31433,5781530.349810812
31434,3940381.411830838
31435,10421548.266395474
31436,9295796.83422267
31437,13024339.570675854
31438,8281195.071185342
31439,10040171.222758267
31440,6606365.560911114
31441,6671849.062400725
31442,8083881.990120254
31443,11205377.660295531
31444,6145924.926028687
31445,10106333.776098274
31446,12178450.038233433
31447,5761020.116700598
31448,7006102.4023984
31449,8635608.617184488
31450,7083536.574304177
31451,7538371.218328214
31452,11013057.493458344
31453,2603622.4226403767
31454,5279593.297468933
31455,7807110.273245067
31456,5205926.635929432
31457,5361345.821619212
31458,16320887.39084067
31459,6834110.142795123
31460,5352623.550259461
31461,4206147.497396263
31462,3891711.409606911
31463,5762928.994156486
31464,7512073.035487344
31465,5029932.616405275
31466,58603069.53559768
31467,3430897.6903305864
31468,12430515.350101057
31469,5148910.144510812
31470,5635054.206219199
31471,12158677.014786495
31472,2789596.594636123
31473,7581904.280884403
31474,4255942.68126346
31475,6949256.558393644
31476,24635307.801224355
31477,7588508.253919545
31478,4791158.828488162
31479,6034753.968132308
31480,10020513.651669241
31481,8288275.722673618
31482,9748501.32153264
31483,9766312.845387753
31484,6684847.847601611
31485,3497770.699202479
31486,3053276.6613853886
31487,4796983.369370054
31488,15323983.265953735
31489,7395642.536682888
31490,4890869.243804566
31491,5442739.482470617
31492,6772931.934228028
31493,8609970.35864657
31494,5408365.299210934
31495,5603337.691592448
31496,7613365.342429849
31497,4756219.7485451065
31498,6574163.532539588
31499,11325435.431350231
31500,11375828.188919807
31501,9565383.878651245
31502,9074495.067267833
31503,5606261.480170608
31504,10749254.507794827
31505,19854079.90596183
31506,7536223.520682174
31507,6933471.34716043
31508,6715537.647330145
31509,5633413.5525262
31510,6022463.856274896
31511,5157149.562675779
31512,6060619.884901485
31513,19297959.5194169
31514,25365334.86091153
31515,2562174.6203938723
31516,16550687.46199015
31517,5867652.691136518
31518,7273176.742085038
31519,5968584.688417724
31520,6434133.178282687
31521,4974645.645680214
31522,4505968.911615382
31523,6466741.472399794
31524,8163317.260425805
31525,10407465.88201014
31526,6070048.894553499
31527,6649780.9882249115
31528,4150283.009691472
31529,5530607.07154198
31530,6286977.815864466
31531,8860324.937515019
31532,5994280.870440747
31533,13712891.907668624
31534,7601891.925269712
31535,9569472.821992565
31536,6282966.83409608
31537,4506375.297845402
31538,5126531.785996272
31539,3872521.881921767
31540,9828359.571301047
31541,2804076.01088061
31542,5477475.63598582
31543,3613925.8155854926
31544,5183829.769276996
31545,7190476.786238688
31546,13318941.480123287
31547,5660850.547750568
31548,5127731.631104116
31549,6142415.097126425
31550,5068010.099047327
31551,5635775.965085917
31552,7214857.298003408
31553,6026696.993806318
31554,8302398.019817484
31555,4061372.4411356784
31556,6982701.655252379
31557,5450737.391373317
31558,10130291.147408158
31559,2828326.527081499
31560,7091302.7541331155
31561,7332630.6854610415
31562,23825879.507152025
31563,3913654.360982457
31564,9870388.016724208
31565,8776188.25003657
31566,6289222.690788704
31567,19950287.175278384
31568,6490233.987080865
31569,6975484.970947078
31570,6860001.659686204
31571,6141684.44990645
31572,3824893.2070802287
31573,5272609.312698333
31574,10703962.27073491
31575,5955774.998027799
31576,5971686.060558048
31577,5209486.792652692
31578,8860893.929932036
31579,5671409.231989747
31580,6703256.37321227
31581,5699362.041096064
31582,5353230.377245857
31583,8317045.914852416
31584,4199373.034967889
31585,6832287.122688636
31586,13086896.747622006
31587,15749824.66194986
31588,8832500.879619667
31589,3713551.3090931536
31590,5720692.414770842
31591,6334994.277998319
31592,8533531.373884678
31593,6937862.192883
31594,7378502.716160116
31595,4504158.866831655
31596,3848852.6975051104
31597,5479862.005643453
31598,3484519.850252253
31599,5497873.159314592
31600,7511891.73637044
31601,14543029.305071797
31602,5508261.378716862
31603,15164248.390406568
31604,4248592.54954406
31605,5347958.344431857
31606,6677037.956029295
31607,6299969.039861838
31608,5574220.209992175
31609,5220365.148933031
31610,7355747.147525847
31611,6665144.645375868
31612,5865601.122834773
31613,4851089.599072719
31614,14512250.719530748
31615,9837950.41513287
31616,11086004.990572574
31617,4469855.920622213
31618,7364284.710705849
31619,9461776.529822465
31620,4529257.410134499
31621,5618666.56479469
31622,30213779.895072807
31623,9341307.529391894
31624,5389857.517351253
31625,9646370.51054573
31626,5188563.099203968
31627,7392087.128779786
31628,11345414.498682728
31629,8988518.79357633
31630,4026204.157997745
31631,6285810.339890696
31632,16872853.752499007
31633,4889657.513783591
31634,7402995.4275435805
31635,13498780.223464975
31636,5726834.153040566
31637,6026018.349987024
31638,8020289.3352334555
31639,3578187.8930027266
31640,10754919.721509783
31641,4348565.26946164
31642,3037788.5454972656
31643,5770086.856291162
31644,10001652.357246112
31645,6190050.390371159
31646,8483058.895682424
31647,5106858.797198858
31648,12243243.878404202
31649,5867303.383671472
31650,6606774.1173094995
31651,13612454.13208315
31652,6154306.31234466
31653,5440317.790306922
31654,5186898.441629423
31655,4349887.594007174
31656,20656729.254902344
31657,7026126.577270938
31658,4448009.792491976
31659,7522395.09936012
31660,5328318.380654369
31661,4877483.923908387
31662,7100007.998990276
31663,4227562.5007974785
31664,3827531.106438772
31665,4222998.351809934
31666,4597955.729926861
31667,7910974.380153423
31668,9499933.647450319
31669,10421650.544233788
31670,7074633.4500838425
31671,5470303.143209395
31672,8932484.750292778
31673,7483649.598855416
31674,7983646.016282078
31675,8503175.66967158
31676,6857683.474130479
31677,4720651.273964272
31678,4971842.019464663
31679,8321545.098634512
31680,7426915.067224987
31681,6599783.245871316
31682,3140792.538282836
31683,6759219.632590064
31684,5229227.970495338
31685,3496108.063580457
31686,10187944.640201144
31687,10244681.414576659
31688,10495773.251222864
31689,3821788.5897605303
31690,7049971.461587564
31691,3608820.6575333606
31692,4447033.912193798
31693,6511611.306768114
31694,7265074.988901473
31695,7158339.136192683
31696,3391276.5879422533
31697,5193192.614337324
31698,3415456.402994635
31699,5296127.18139198
31700,4731496.423177177
31701,9290398.957694752
31702,5785438.656336692
31703,8259838.577227668
31704,5916226.064805339
31705,8656418.637871725
31706,5129243.231224061
31707,11017609.58383358
31708,8066603.925819502
31709,5368421.596713931
31710,11509629.839285936
31711,8155081.448763885
31712,7675258.4151757015
31713,6113232.650236989
31714,5581102.137301229
31715,5408632.005187165
31716,5802341.6850384865
31717,10261998.493891133
31718,4984429.496821584
31719,7072394.904758041
31720,2787169.3291003485
31721,4628008.715016276
31722,5934442.2561248
31723,5308663.092056201
31724,6133306.961861801
31725,5060741.246596193
31726,12870246.478837973
31727,5698179.244833457
31728,4793376.710257531
31729,7070516.308123336
31730,3686340.9077742924
31731,7600561.021369821
31732,7378186.720758139
